"","SampleNumber","Date","re","cv"
"1",1,1593820800,0.446568627450981,NA
"2",1,1593820800,12.4136363636364,NA
"3",1,1593820800,0.191506849315068,NA
"4",2,1593820800,0.838629283489097,1.22036497438426
"5",2,1593820800,0.27198275862069,0.17068094718296
"6",2,1593820800,0.323318385650224,0.234645299586567
"7",3,1593820800,0.0825906735751295,0.931410239491228
"8",3,1593820800,0.28304347826087,0.378135911394068
"9",3,1593820800,0.0439858490566038,0.318343811199262
"10",4,1593820800,0.0586921850079744,0.730202461432038
"11",4,1593820800,0.223212435233161,0.728161490173381
"12",4,1593820800,0.028477366255144,0.875841343967867
"13",5,1593820800,0.230307772561294,0.639084769835692
"14",5,1593820800,0.465243296921549,0.769433300675732
"15",5,1593820800,0.076221735959154,0.354736323857015
"16",6,1593820800,0.634903047091413,0.540849060532706
"17",6,1593820800,0.0439858490566038,0.305572467267372
"18",6,1593820800,0.284905660377359,0.55277072429362
"19",7,1593820800,0.18190099009901,0.468434777464095
"20",7,1593820800,0.0432828282828285,0.707130889694658
"21",7,1593820800,0.131328847771236,0.682450253267015
"22",8,1593820800,0.0379788101059494,0.496817207121377
"23",8,1593820800,0.0784833257195067,0.377128657818041
"24",8,1593820800,0.0961715160796324,0.599423851050521
"25",9,1593820800,0.356435137895812,0.709274478248641
"26",9,1593820800,0.123002114164905,0.71345144028218
"27",9,1593820800,0.112651864264768,0.744400267017197
"28",10,1593820800,0.0941787170930665,0.513899076905145
"29",10,1593820800,0.0137409824802473,0.548003812219161
"30",10,1593820800,0.165942315290399,0.310083197935318
"31",11,1593820800,0.0397501601537477,0.589150884835774
"32",11,1593820800,0.0541666666666666,0.539121238128966
"33",11,1593820800,0.000955905026210394,0.584611775734888
"34",12,1593820800,0.188721047331319,0.465490567706059
"35",12,1593820800,0.0734161867232495,0.592226851151061
"36",12,1593820800,0.0412231696559835,0.64874901940204
"37",13,1593820800,0.142342946568299,0.475443541309774
"38",13,1593820800,0.00819544984488103,0.527007081662729
"39",13,1593820800,0.0278003041054232,0.541555738048385
